bigram_freq,concreteness,word_freq,Initial,key,diversity,letters,item,correct,response_time,subject,age,sex
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,379,18,18,1
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,1093,19,18,0
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,763,21,18,1
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,485,22,31,1
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,587,24,30,1
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,555,25,30,1
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,595,27,18,0
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,616,28,18,0
0,2.07,147.74,acronym,acronymeasy,0,4,easy,1,570,31,30,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,625,1,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,692,2,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,332,3,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,682,4,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,440,5,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,450,8,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,560,9,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,481,10,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,409,11,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,659,12,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,591,14,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,425,15,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,534,16,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,398,17,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,756,18,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,695,19,18,0
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,497,20,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,528,21,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,537,22,31,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,608,24,30,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,625,27,18,0
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,692,27,18,0
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,332,28,18,0
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,497,29,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,497,30,18,1
0,1.64,143.51,assemblage,assemblageplease,0,6,please,1,488,31,30,1
85,3.5,73.38,back,backpain,334,4,pain,1,1074,2,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,672,4,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,553,6,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,333,7,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,348,8,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,745,10,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,461,11,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,744,12,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,437,15,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,332,16,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,372,18,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,668,19,18,0
85,3.5,73.38,back,backpain,334,4,pain,1,441,20,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,568,22,31,1
85,3.5,73.38,back,backpain,334,4,pain,1,385,23,34,1
85,3.5,73.38,back,backpain,334,4,pain,1,519,24,30,1
85,3.5,73.38,back,backpain,334,4,pain,1,441,29,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,441,30,18,1
85,3.5,73.38,back,backpain,334,4,pain,1,849,31,30,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,706,1,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,584,2,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,606,3,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,565,4,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,467,5,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,711,6,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,402,8,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,891,9,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,566,10,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,413,11,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,535,12,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,874,13,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,526,14,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,415,15,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,457,16,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,432,17,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,407,18,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,556,19,18,0
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,480,20,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,419,21,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,570,22,31,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,401,25,30,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,706,27,18,0
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,606,28,18,0
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,480,29,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,480,30,18,1
21,4.85,297.06,beady,beadyeyes,2,4,eyes,1,544,31,30,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,426,3,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,527,4,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,749,6,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,458,7,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,471,8,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,560,10,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,508,11,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,645,12,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,379,15,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,425,16,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,477,18,18,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,780,19,18,0
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,602,22,31,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,430,23,34,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,338,24,30,1
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,426,28,18,0
10,3.27,129.39,cadence,cadencedesign,1,6,design,1,709,31,30,1
375,2.14,193.35,came,camealong,171,5,along,1,843,1,18,1
375,2.14,193.35,came,camealong,171,5,along,1,632,2,18,1
375,2.14,193.35,came,camealong,171,5,along,1,408,4,18,1
375,2.14,193.35,came,camealong,171,5,along,1,965,5,18,1
375,2.14,193.35,came,camealong,171,5,along,1,418,6,18,1
375,2.14,193.35,came,camealong,171,5,along,1,816,9,18,1
375,2.14,193.35,came,camealong,171,5,along,1,427,10,18,1
375,2.14,193.35,came,camealong,171,5,along,1,514,11,18,1
375,2.14,193.35,came,camealong,171,5,along,1,702,12,18,1
375,2.14,193.35,came,camealong,171,5,along,1,438,13,18,1
375,2.14,193.35,came,camealong,171,5,along,1,413,14,18,1
375,2.14,193.35,came,camealong,171,5,along,1,404,15,18,1
375,2.14,193.35,came,camealong,171,5,along,1,406,16,18,1
375,2.14,193.35,came,camealong,171,5,along,1,373,18,18,1
375,2.14,193.35,came,camealong,171,5,along,1,595,19,18,0
375,2.14,193.35,came,camealong,171,5,along,1,487,20,18,1
375,2.14,193.35,came,camealong,171,5,along,1,577,21,18,1
375,2.14,193.35,came,camealong,171,5,along,1,486,22,31,1
375,2.14,193.35,came,camealong,171,5,along,1,389,24,30,1
375,2.14,193.35,came,camealong,171,5,along,1,331,25,30,1
375,2.14,193.35,came,camealong,171,5,along,1,632,27,18,0
375,2.14,193.35,came,camealong,171,5,along,1,408,28,18,0
375,2.14,193.35,came,camealong,171,5,along,1,438,30,18,1
375,2.14,193.35,came,camealong,171,5,along,1,554,31,30,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,903,2,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,543,4,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,623,6,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,487,7,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,580,10,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,388,11,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,611,12,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,377,15,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,444,16,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,358,18,18,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,654,19,18,0
71,4.81,77.92,carat,caratgold,1,4,gold,1,576,22,31,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,495,23,34,1
71,4.81,77.92,carat,caratgold,1,4,gold,1,515,24,30,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,565,1,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,449,2,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,376,3,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,426,4,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,369,5,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,544,6,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,385,8,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,322,9,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,300,10,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,587,11,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,815,12,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,402,13,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,506,14,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,378,15,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,363,16,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,424,17,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,445,18,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,994,19,18,0
768,2.74,154.29,certain,certainamount,300,6,amount,1,533,20,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,790,21,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,563,22,31,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,413,24,30,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,465,25,30,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,449,27,18,0
768,2.74,154.29,certain,certainamount,300,6,amount,1,426,28,18,0
768,2.74,154.29,certain,certainamount,300,6,amount,1,385,29,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,402,30,18,1
768,2.74,154.29,certain,certainamount,300,6,amount,1,643,31,30,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,581,2,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,663,3,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,344,4,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,447,6,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,526,7,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,502,8,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,545,10,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,433,11,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,663,12,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,459,15,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,312,16,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,461,18,18,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,429,19,18,0
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,521,22,31,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,836,23,34,1
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,581,27,18,0
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,663,28,18,0
0,3.7,145.42,chevron,chevronsound,0,5,sound,1,691,31,30,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,670,2,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,589,4,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,544,6,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,539,7,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,417,8,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,967,10,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,714,11,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,699,12,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,516,15,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,967,18,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,634,19,18,0
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,632,20,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,554,22,31,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,463,23,34,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,244,24,30,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,632,29,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,632,30,18,1
363,2.07,58.98,clearly,clearlydefined,215,7,defined,1,645,31,30,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,709,1,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,507,2,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,412,3,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,496,4,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,424,6,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,407,8,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,538,9,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,532,10,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,472,11,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,569,12,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,460,14,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,341,15,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,363,16,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,580,17,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,348,18,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,814,19,18,0
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,478,21,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,495,22,31,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,454,24,30,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,527,25,30,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,507,27,18,0
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,496,28,18,0
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,407,29,18,1
0,2.89,144.21,comely,comelyanswer,0,6,answer,1,559,31,30,1
47,3.66,63.25,common,commonobject,269,6,object,1,896,2,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,467,3,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,1211,4,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,485,6,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,376,7,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,385,8,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,536,11,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,600,12,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,534,15,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,579,16,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,589,18,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,444,19,18,0
47,3.66,63.25,common,commonobject,269,6,object,1,571,20,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,622,22,31,1
47,3.66,63.25,common,commonobject,269,6,object,1,527,23,34,1
47,3.66,63.25,common,commonobject,269,6,object,1,316,24,30,1
47,3.66,63.25,common,commonobject,269,6,object,1,467,28,18,0
47,3.66,63.25,common,commonobject,269,6,object,1,571,29,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,571,30,18,1
47,3.66,63.25,common,commonobject,269,6,object,1,856,31,30,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,1273,1,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,588,2,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,602,3,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,460,4,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,638,5,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,616,6,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,429,8,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,428,9,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,331,10,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,515,11,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,638,12,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,600,14,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,397,15,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,476,16,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,416,17,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,409,18,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,448,19,18,0
0,4.17,155.87,conflate,conflateart,0,3,art,1,523,20,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,498,21,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,808,22,31,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,535,24,30,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,588,27,18,0
0,4.17,155.87,conflate,conflateart,0,3,art,1,460,28,18,0
0,4.17,155.87,conflate,conflateart,0,3,art,1,429,29,18,1
0,4.17,155.87,conflate,conflateart,0,3,art,1,717,31,30,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,448,2,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,320,3,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,479,4,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,763,6,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,404,7,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,426,8,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,564,10,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,378,11,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,836,12,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,441,15,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,405,16,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,423,18,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,784,19,18,0
350,1.78,87.6,could,couldhappen,790,6,happen,1,685,20,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,594,22,31,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,458,23,34,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,421,24,30,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,320,28,18,0
350,1.78,87.6,could,couldhappen,790,6,happen,1,685,29,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,685,30,18,1
350,1.78,87.6,could,couldhappen,790,6,happen,1,881,31,30,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,889,2,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,440,3,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,537,4,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,1029,6,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,474,7,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,568,8,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,589,10,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,385,11,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,883,12,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,433,15,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,613,16,18,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,674,19,18,0
11,3.78,164.65,croquet,croquetclub,1,4,club,1,721,22,31,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,543,23,34,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,358,24,30,1
11,3.78,164.65,croquet,croquetclub,1,4,club,1,440,28,18,0
11,3.78,164.65,croquet,croquetclub,1,4,club,1,538,31,30,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,1153,2,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,535,4,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,505,6,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,413,7,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,422,8,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,513,10,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,466,11,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,668,12,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,372,15,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,371,16,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,395,18,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,422,19,18,0
37,4.92,37.7,crusty,crustybread,1,5,bread,1,485,20,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,794,22,31,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,418,23,34,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,423,24,30,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,1153,27,18,0
37,4.92,37.7,crusty,crustybread,1,5,bread,1,535,28,18,0
37,4.92,37.7,crusty,crustybread,1,5,bread,1,422,29,18,1
37,4.92,37.7,crusty,crustybread,1,5,bread,1,923,31,30,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,1183,1,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,658,2,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,530,3,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,430,4,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,677,5,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,465,6,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,383,8,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,485,9,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,403,10,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,430,11,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,534,12,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,782,13,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,439,14,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,527,15,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,417,16,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,656,17,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,483,18,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,584,19,18,0
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,540,20,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,520,21,18,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,826,22,31,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,502,24,30,1
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,658,27,18,0
10,4.7,25.89,curd,curdcheese,1,6,cheese,1,430,28,18,0
