age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject_nr,item,trans_prob
20,28,2.38,1,19,30410,scarcely,4,725,0,32,able,0.007159905
20,13,1.45,1,21,2220,purely,8,722,0,32,abstract,0.004290172
20,0,2.46,1,0,27467,elixir,3,650,0,32,act,0
20,0,1.8,1,0,56208,detritus,7,653,0,32,against,0
20,0,3.07,1,0,25203,assemblage,6,671,0,32,across,0
20,0,1.77,1,0,197116,acronym,5,607,0,32,about,0
20,0,2.73,1,0,10437,ley,6,417,0,32,advice,0
20,0,1.45,1,0,2220,imbue,8,576,0,32,abstract,0
20,0,3.48,1,0,1637,helix,6,644,0,32,allies,0
20,0,2,1,0,56231,hoary,5,672,0,32,again,0
20,0,3.14,1,0,4254,habitat,5,440,0,32,alive,0
20,0,2.38,1,0,30410,yonder,4,416,0,32,able,0
20,0,2.72,1,0,3941,talisman,6,466,0,32,abroad,0
20,0,2.45,1,0,3304,sable,6,583,0,32,affair,0
20,0,2.59,1,0,1600,orate,5,630,0,32,alert,0
20,,,1,,,account,3,854,0,32,ank,0
20,,,1,,,easter,5,537,0,32,aroit,0
20,,,1,,,girl,5,824,0,32,anzed,0
20,,,1,,,seven,6,676,0,32,amooph,0
20,,,1,,,razor,6,468,0,32,akrath,0
20,10,3.97,1,259,966,back,6,558,0,32,aboard,0.000489
20,12,2.12,1,220,117138,black,5,525,0,32,after,0.003132404
20,25,2.86,1,155,22099,common,6,597,0,32,action,0.000712368
20,14,2.71,1,787,10940,any,6,471,0,32,access,0.0000886
20,14,2.27,1,295,262447,big,3,454,0,32,all,0.00121179
20,10,2,1,119,56231,green,5,553,0,32,again,0.00177632
20,10,4.4,1,252,5078,large,5,593,0,32,adult,0.000444168
20,11,2.74,1,109,15429,extra,6,705,0,32,amount,0.00199078
20,11,4.11,1,122,19076,former,3,602,0,32,air,0.001237259
20,24,2.46,1,342,27467,every,3,470,0,32,act,0.000772355
20,281,1.52,1,143,2682878,few,3,683,0,32,and,0.001304734
20,100,3.14,1,125,4254,kept,5,607,0,32,alive,0.002446526
20,17,3,1,196,8238,four,3,511,0,32,add,0.000303523
20,22,1.8,1,240,56208,white,7,638,0,32,against,0.000814531
20,10,3.07,1,144,25203,support,6,700,0,32,across,0.00187699
20,131,2.45,1,289,3304,whole,6,667,0,32,affair,0.000535834
20,21,3.32,1,201,7290,under,6,537,0,32,active,0.004194452
20,336,1.77,1,1743,197116,with,5,455,0,32,about,0.0000261
20,33,2.72,1,148,3941,working,6,646,0,32,abroad,0.0007179
20,35,2.38,1,2048,30410,or,4,543,0,32,able,0.0000324
20,103,2.73,1,111,10437,offer,6,595,0,32,advice,0.001386001
20,35,3.08,1,750,15891,our,7,666,0,32,account,0.000336821
20,43,2.59,1,138,1600,red,5,601,0,32,alert,0.001453488
20,10,3.48,1,103,1637,natural,6,597,0,32,allies,0.015857492
20,59,2.86,1,102,21857,modern,3,641,0,32,age,0.000758725
20,11,2.73,1,16,10437,cab,6,558,0,32,advice,0.01616031
20,24,2.86,1,3,21857,bygone,3,521,0,32,age,0.155339806
20,40,3.32,1,12,7290,chronic,6,649,0,32,active,0.006462985
20,10,3.33,1,2,25748,airspace,5,573,0,32,above,0.117647059
20,16,4.11,1,2,19076,ambient,3,713,0,32,air,0.0778
20,24,2.27,1,3,262447,amidst,3,600,0,32,all,0.296370968
20,14,3.14,1,25,4254,eaten,5,704,0,32,alive,0.016528926
20,13,1.77,1,1,197116,brag,5,474,0,32,about,0.351351351
20,10,2.74,1,8,15429,finite,6,680,0,32,amount,0.025316456
20,21,1.57,1,29,1159,lake,6,555,0,32,accord,0.010085729
20,10,2.59,1,19,1600,flood,5,525,0,32,alert,0.022222222
20,68,1.8,1,1,56208,grudge,7,527,0,32,against,0.352331606
20,10,3.08,1,9,15891,graphic,7,531,0,32,account,0.018656716
20,51,3.48,1,2,1637,wartime,6,741,0,32,allies,0.048710602
20,10,2.72,1,11,3941,shipped,6,627,0,32,abroad,0.022099448
20,12,4.4,1,15,5078,mature,5,472,0,32,adult,0.006774362
20,37,3,1,19,8238,pan,3,703,0,32,add,0.085470085
20,35,2.86,1,4,22099,reflex,6,438,0,32,action,0.046321526
20,22,2.71,1,7,3597,racial,5,564,0,32,abuse,0.01875
20,11,2.45,1,16,3304,recruit,6,461,0,32,affair,0.041797283
20,10,2.12,1,1,117138,seeker,5,690,0,32,after,0.126582278
20,0,3.33,1,0,25748,dissemble,5,446,0,32,above,0
20,0,3.97,1,0,966,comely,6,595,0,32,aboard,0
20,0,1.52,1,0,2682878,drubs,3,506,0,32,and,0
20,0,2.74,1,0,15429,chevron,6,421,0,32,amount,0
20,0,4.11,1,0,19076,exclaim,3,567,0,32,air,0
20,0,2.86,1,0,21857,jink,3,421,0,32,age,0
20,0,2.12,1,0,117138,trellis,5,604,0,32,after,0
20,0,2.86,1,0,22099,xylophone,6,660,0,32,action,0
20,0,3.32,1,0,7290,wicket,6,531,0,32,active,0
20,0,2.71,1,0,10940,taxes,6,547,0,32,access,0
20,0,2.27,1,0,262447,warren,3,690,0,32,all,0
20,0,2.71,1,0,3597,opulent,5,643,0,32,abuse,0
20,0,3,1,0,8238,quad,3,623,0,32,add,0
20,0,4.4,1,0,5078,saccade,5,685,0,32,adult,0
20,0,2.31,1,0,5780,ribbed,7,670,0,32,absence,0
20,0,1.57,1,0,1159,nemesis,6,715,0,32,accord,0
20,0,3.08,1,0,15891,oaf,7,613,0,32,account,0
20,,,1,,,answer,4,859,0,32,aggs,0
20,,,1,,,clearly,6,859,0,32,awcked,0
20,,,1,,,bag,5,776,0,32,ampts,0
20,,,1,,,coding,4,562,0,32,ance,0
20,,,1,,,city,5,617,0,32,awtch,0
20,,,1,,,course,7,630,0,32,aughthe,0
20,,,1,,,bed,8,763,0,32,aughntch,0
20,,,1,,,advance,6,453,0,32,ashluk,0
20,,,1,,,art,5,765,0,32,ainde,0
20,,,1,,,comes,4,699,0,32,alve,0
20,,,1,,,despite,4,836,0,32,ards,0
20,,,1,,,easy,3,498,0,32,ags,0
20,,,1,,,connection,5,821,0,32,aunde,0
20,,,1,,,lion,5,710,0,32,alogg,0
20,,,1,,,excel,5,675,0,32,aifed,0
20,,,1,,,hugs,4,456,0,32,aths,0
20,,,1,,,final,5,525,0,32,ainns,0
20,,,1,,,force,6,546,0,32,aished,0
20,,,1,,,front,5,643,0,32,apths,0
20,,,1,,,form,6,491,0,32,arnths,0
20,,,1,,,knight,5,792,0,32,alide,0
20,,,1,,,laminate,5,857,0,32,alemn,0
20,,,1,,,involved,5,637,0,32,arned,0
20,,,1,,,lead,5,844,0,32,aized,0
20,,,1,,,field,5,458,0,32,apsed,0
20,,,1,,,letter,5,670,0,32,ardge,0
20,,,1,,,fire,5,611,0,32,aifes,0
20,,,1,,,forward,6,818,0,32,arthed,0
20,,,1,,,group,4,690,0,32,aizo,0
20,,,1,,,sheet,5,795,0,32,armth,0
20,,,1,,,sound,6,739,0,32,awphth,0
20,,,1,,,table,6,469,0,32,amonte,0
20,,,1,,,time,6,643,0,32,aphlar,0
20,,,1,,,socks,4,464,0,32,almn,0
20,,,1,,,works,5,437,0,32,arnde,0
20,,,1,,,yearly,4,811,0,32,aoll,0
20,,,1,,,speech,4,808,0,32,atru,0
20,,,1,,,tank,6,835,0,32,aruild,0
20,,alemn,1,,,laminate,0,767,0,32,,0.010085729
20,,,1,,,steam,5,537,0,32,amibe,0
20,,,1,,,ways,6,657,0,32,almbed,0
20,,,1,,,subject,4,734,0,32,arls,0
20,,,1,,,march,6,497,0,32,ancsed,0
20,,,1,,,saved,6,540,0,32,ashrim,0
20,,,1,,,output,5,837,0,32,anths,0
20,,,1,,,poor,5,473,0,32,aphth,0
20,,,1,,,nudge,6,719,0,32,awshed,0
20,,,1,,,market,5,627,0,32,awhus,0
20,,,1,,,recent,5,450,0,32,aived,0
20,,,1,,,manage,4,430,0,32,acth,0.016881827
20,,,1,,,please,5,584,0,32,alned,0
20,,,1,,,mug,6,774,0,32,alched,0
20,,,1,,,picture,6,817,0,32,anuque,0
20,,,1,,,project,6,556,0,32,ainged,0
20,,,1,,,phone,6,512,0,32,athrex,0
20,,,1,,,raw,5,504,0,32,aiced,0
20,,,1,,,month,4,616,0,32,abbs,0.000588755
20,0,3.32,1,0,7290,wicket,6,416,0,4,active,0
20,0,2.74,1,0,15429,chevron,6,420,0,4,amount,0
20,10,2,1,119,56231,green,5,426,0,4,again,0.00177632
20,0,1.77,1,0,197116,acronym,5,427,0,4,about,0
20,,,1,,,razor,6,431,0,4,akrath,0
20,0,2.73,1,0,10437,ley,6,432,0,4,advice,0
20,,,1,,,field,5,436,0,4,apsed,0
20,,,1,,,account,3,440,0,4,ank,0
20,,,1,,,group,4,440,0,4,aizo,0
20,10,3.48,1,103,1637,natural,6,441,0,4,allies,0.015857492
20,,,1,,,table,6,442,0,4,amonte,0
20,35,2.38,1,2048,30410,or,4,446,0,4,able,0.0000324
20,17,2,1,7,56231,surfaced,5,446,0,4,again,0.038674033
20,0,3.33,1,0,25748,dissemble,5,446,0,4,above,0
20,10,3.97,1,259,966,back,6,447,0,4,aboard,0.000489
20,10,1.52,1,1,2682878,acne,3,447,0,4,and,0.0746
20,,,1,,,hugs,4,447,0,4,aths,0
20,0,4.4,1,0,5078,saccade,5,448,0,4,adult,0
20,,,1,,,project,6,451,0,4,ainged,0
20,336,1.77,1,1743,197116,with,5,455,0,4,about,0.0000261
20,,,1,,,involved,5,456,0,4,arned,0
20,,,1,,,march,6,461,0,4,ancsed,0
20,,,1,,,front,5,464,0,4,apths,0
20,11,4.11,1,122,19076,former,3,465,0,4,air,0.001237259
20,13,2.71,1,597,3597,who,5,472,0,4,abuse,0.000174
20,,,1,,,lion,5,472,0,4,alogg,0
20,10,2.72,1,11,3941,shipped,6,473,0,4,abroad,0.022099448
20,0,1.57,1,0,1159,nemesis,6,477,0,4,accord,0
20,,,1,,,lead,5,477,0,4,aized,0
20,0,3.07,1,0,25203,assemblage,6,482,0,4,across,0
20,22,1.8,1,240,56208,white,7,490,0,4,against,0.000814531
20,,,1,,,saved,6,491,0,4,ashrim,0
20,35,3.08,1,750,15891,our,7,493,0,4,account,0.000336821
20,,,1,,,coding,4,494,0,4,ance,0
20,14,2.71,1,787,10940,any,6,495,0,4,access,0.0000886
20,22,2.71,1,7,3597,racial,5,498,0,4,abuse,0.01875
20,,,1,,,mug,6,505,0,4,alched,0
20,59,2.86,1,102,21857,modern,3,509,0,4,age,0.000758725
20,24,2.46,1,342,27467,every,3,510,0,4,act,0.000772355
20,40,3.32,1,12,7290,chronic,6,510,0,4,active,0.006462985
20,11,2.74,1,109,15429,extra,6,514,0,4,amount,0.00199078
20,10,3.33,1,2,25748,airspace,5,514,0,4,above,0.117647059
20,,,1,,,speech,4,514,0,4,atru,0
20,,,1,,,steam,5,515,0,4,amibe,0
20,26,2.46,1,3,27467,wrongful,3,518,0,4,act,0.07804878
20,0,2.27,1,0,262447,warren,3,519,0,4,all,0
20,,,1,,,forward,6,525,0,4,arthed,0
20,10,4.4,1,252,5078,large,5,526,0,4,adult,0.000444168
20,0,2.72,1,0,3941,talisman,6,529,0,4,abroad,0
20,10,3.07,1,144,25203,support,6,534,0,4,across,0.00187699
20,11,2.73,1,16,10437,cab,6,536,0,4,advice,0.01616031
20,11,1.57,1,110,1159,trade,6,546,0,4,accord,0.000700666
20,,,1,,,bed,8,547,0,4,aughntch,0
20,13,1.77,1,1,197116,brag,5,548,0,4,about,0.351351351
20,24,2.86,1,3,21857,bygone,3,550,0,4,age,0.155339806
20,,,1,,,poor,5,551,0,4,aphth,0
20,10,2.59,1,19,1600,flood,5,553,0,4,alert,0.022222222
20,19,2.71,1,6,10940,wheelchair,6,554,0,4,access,0.017160686
20,68,1.8,1,1,56208,grudge,7,555,0,4,against,0.352331606
20,15,3.07,1,4,25203,stumble,6,555,0,4,across,0.066037736
20,0,2.31,1,0,5780,ribbed,7,557,0,4,absence,0
20,0,3.48,1,0,1637,helix,6,559,0,4,allies,0
20,,,1,,,art,5,567,0,4,ainde,0
20,0,2.71,1,0,10940,taxes,6,568,0,4,access,0
20,,,1,,,tank,6,568,0,4,aruild,0
20,24,2.27,1,3,262447,amidst,3,569,0,4,all,0.296370968
20,14,3.14,1,25,4254,eaten,5,569,0,4,alive,0.016528926
20,,,1,,,phone,6,573,0,4,athrex,0
20,,,1,,,socks,4,579,0,4,almn,0
20,51,3.48,1,2,1637,wartime,6,581,0,4,allies,0.048710602
20,37,3,1,19,8238,pan,3,581,0,4,add,0.085470085
20,,,1,,,laminate,5,581,0,4,alemn,0
20,21,1.57,1,29,1159,lake,6,584,0,4,accord,0.010085729
20,,,1,,,fire,5,584,0,4,aifes,0
20,,,1,,,comes,4,588,0,4,alve,0
20,13,3.97,1,26,966,climb,6,590,0,4,aboard,0.004906334
20,0,2.38,1,0,30410,yonder,4,590,0,4,able,0
20,,,1,,,works,5,590,0,4,arnde,0
20,0,2.12,1,0,117138,trellis,5,592,0,4,after,0
20,,,1,,,subject,4,594,0,4,arls,0
20,21,3.32,1,201,7290,under,6,596,0,4,active,0.004194452
20,0,3,1,0,8238,quad,3,601,0,4,add,0
20,25,2.86,1,155,22099,common,6,611,0,4,action,0.000712368
20,,,1,,,sound,6,613,0,4,awphth,0
20,0,3.08,1,0,15891,oaf,7,614,0,4,account,0
20,12,2.12,1,220,117138,black,5,617,0,4,after,0.003132404
20,0,2.45,1,0,3304,sable,6,622,0,4,affair,0
20,0,3.97,1,0,966,comely,6,628,0,4,aboard,0
20,0,1.52,1,0,2682878,drubs,3,628,0,4,and,0
20,11,2.45,1,16,3304,recruit,6,629,0,4,affair,0.041797283
20,0,2.86,1,0,21857,jink,3,630,0,4,age,0
20,0,3.14,1,0,4254,habitat,5,631,0,4,alive,0
20,10,3.08,1,9,15891,graphic,7,634,0,4,account,0.018656716
20,,,1,,,city,5,643,0,4,awtch,0
20,,,1,,,connection,5,649,0,4,aunde,0
20,281,1.52,1,143,2682878,few,3,653,0,4,and,0.001304734
20,,,1,,,girl,5,655,0,4,anzed,0
20,43,2.59,1,138,1600,red,5,662,0,4,alert,0.001453488
20,,,1,,,raw,5,663,0,4,aiced,0
20,33,2.72,1,148,3941,working,6,664,0,4,abroad,0.0007179
20,,alemn,1,,,laminate,0,666,0,4,,0.010085729
20,28,2.38,1,19,30410,scarcely,4,667,0,4,able,0.007159905
20,12,4.4,1,15,5078,mature,5,668,0,4,adult,0.006774362
20,,,1,,,ways,6,669,0,4,almbed,0
20,13,1.45,1,21,2220,purely,8,671,0,4,abstract,0.004290172
20,,,1,,,clearly,6,671,0,4,awcked,0
20,10,2.12,1,1,117138,seeker,5,674,0,4,after,0.126582278
20,,,1,,,advance,6,675,0,4,ashluk,0
20,0,4.11,1,0,19076,exclaim,3,676,0,4,air,0
20,0,2.59,1,0,1600,orate,5,682,0,4,alert,0
20,16,4.11,1,2,19076,ambient,3,683,0,4,air,0.0778
20,,,1,,,course,7,685,0,4,aughthe,0
20,131,2.45,1,289,3304,whole,6,690,0,4,affair,0.000535834
20,0,2,1,0,56231,hoary,5,697,0,4,again,0
20,,,1,,,please,5,714,0,4,alned,0
20,,,1,,,final,5,719,0,4,ainns,0
20,103,2.73,1,111,10437,offer,6,722,0,4,advice,0.001386001
20,153,2.31,1,1375,5780,their,7,725,0,4,absence,0.0000422
20,20,3.33,1,199,25748,face,5,726,0,4,above,0.000343073
20,10,1.45,1,395,2220,these,8,727,0,4,abstract,0.000112
20,15,2.31,1,6,5780,virtual,7,727,0,4,absence,0.013559322
20,,,1,,,easy,3,750,0,4,ags,0
20,,,1,,,form,6,751,0,4,arnths,0
20,,,1,,,force,6,756,0,4,aished,0
20,,,1,,,letter,5,767,0,4,ardge,0
20,,,1,,,knight,5,783,0,4,alide,0
20,,,1,,,market,5,819,0,4,awhus,0
20,,,1,,,yearly,4,829,0,4,aoll,0
20,,,1,,,seven,6,838,0,4,amooph,0
20,,,1,,,time,6,842,0,4,aphlar,0
20,,,1,,,picture,6,846,0,4,anuque,0
20,,,1,,,output,5,853,0,4,anths,0
20,,,1,,,bag,5,855,0,4,ampts,0
19,,,1,,,market,5,421,0,5,awhus,0
19,0,4.11,1,0,19076,exclaim,3,423,0,5,air,0
19,,,1,,,project,6,429,0,5,ainged,0
19,11,2.74,1,109,15429,extra,6,444,0,5,amount,0.00199078
19,22,1.8,1,240,56208,white,7,445,0,5,against,0.000814531
19,336,1.77,1,1743,197116,with,5,447,0,5,about,0.0000261
19,51,3.48,1,2,1637,wartime,6,448,0,5,allies,0.048710602
19,10,2.59,1,19,1600,flood,5,449,0,5,alert,0.022222222
19,,,1,,,sound,6,449,0,5,awphth,0
19,,,1,,,yearly,4,451,0,5,aoll,0
19,0,3.07,1,0,25203,assemblage,6,453,0,5,across,0
19,14,2.71,1,787,10940,any,6,455,0,5,access,0.0000886
19,,,1,,,knight,5,462,0,5,alide,0
19,0,2.71,1,0,10940,taxes,6,477,0,5,access,0
19,,,1,,,tank,6,479,0,5,aruild,0
19,,,1,,,subject,4,482,0,5,arls,0
19,153,2.31,1,1375,5780,their,7,483,0,5,absence,0.0000422
19,,,1,,,front,5,484,0,5,apths,0
19,35,2.38,1,2048,30410,or,4,486,0,5,able,0.0000324
19,68,1.8,1,1,56208,grudge,7,488,0,5,against,0.352331606
19,25,2.86,1,155,22099,common,6,489,0,5,action,0.000712368
19,0,2.45,1,0,3304,sable,6,489,0,5,affair,0
19,22,2.71,1,7,3597,racial,5,490,0,5,abuse,0.01875
19,0,1.57,1,0,1159,nemesis,6,491,0,5,accord,0
19,0,2.86,1,0,21857,jink,3,493,0,5,age,0
19,,,1,,,works,5,496,0,5,arnde,0
19,11,1.57,1,110,1159,trade,6,499,0,5,accord,0.000700666
19,59,2.86,1,102,21857,modern,3,500,0,5,age,0.000758725
19,0,3.48,1,0,1637,helix,6,501,0,5,allies,0
19,,,1,,,ways,6,501,0,5,almbed,0
19,,,1,,,account,3,502,0,5,ank,0
19,24,2.46,1,342,27467,every,3,505,0,5,act,0.000772355
19,0,3,1,0,8238,quad,3,505,0,5,add,0
19,,,1,,,form,6,506,0,5,arnths,0
19,20,3.33,1,199,25748,face,5,512,0,5,above,0.000343073
19,0,3.14,1,0,4254,habitat,5,518,0,5,alive,0
19,0,3.08,1,0,15891,oaf,7,518,0,5,account,0
19,,,1,,,bag,5,526,0,5,ampts,0
19,,,1,,,field,5,532,0,5,apsed,0
19,10,3.97,1,259,966,back,6,540,0,5,aboard,0.000489
19,,,1,,,razor,6,542,0,5,akrath,0
19,13,1.77,1,1,197116,brag,5,543,0,5,about,0.351351351
19,10,1.45,1,395,2220,these,8,550,0,5,abstract,0.000112
19,,,1,,,girl,5,558,0,5,anzed,0
19,11,4.11,1,122,19076,former,3,560,0,5,air,0.001237259
19,17,2,1,7,56231,surfaced,5,562,0,5,again,0.038674033
19,0,1.52,1,0,2682878,drubs,3,564,0,5,and,0
19,,,1,,,connection,5,565,0,5,aunde,0
19,24,2.86,1,3,21857,bygone,3,568,0,5,age,0.155339806
19,,,1,,,mug,6,570,0,5,alched,0
19,21,3.32,1,201,7290,under,6,571,0,5,active,0.004194452
19,10,2.72,1,11,3941,shipped,6,571,0,5,abroad,0.022099448
19,19,2.71,1,6,10940,wheelchair,6,573,0,5,access,0.017160686
19,24,2.27,1,3,262447,amidst,3,577,0,5,all,0.296370968
19,11,2.73,1,16,10437,cab,6,578,0,5,advice,0.01616031
19,0,2.72,1,0,3941,talisman,6,578,0,5,abroad,0
19,0,2.12,1,0,117138,trellis,5,579,0,5,after,0
19,,,1,,,output,5,582,0,5,anths,0
19,0,3.33,1,0,25748,dissemble,5,584,0,5,above,0
19,10,3.07,1,144,25203,support,6,600,0,5,across,0.00187699
19,281,1.52,1,143,2682878,few,3,612,0,5,and,0.001304734
19,,,1,,,lion,5,612,0,5,alogg,0
19,10,4.4,1,252,5078,large,5,614,0,5,adult,0.000444168
19,,,1,,,poor,5,615,0,5,aphth,0
19,0,2.59,1,0,1600,orate,5,621,0,5,alert,0
19,10,3.48,1,103,1637,natural,6,624,0,5,allies,0.015857492
19,10,3.08,1,9,15891,graphic,7,625,0,5,account,0.018656716
19,0,2.27,1,0,262447,warren,3,625,0,5,all,0
19,40,3.32,1,12,7290,chronic,6,627,0,5,active,0.006462985
19,,,1,,,speech,4,628,0,5,atru,0
19,37,3,1,19,8238,pan,3,629,0,5,add,0.085470085
19,13,1.45,1,21,2220,purely,8,633,0,5,abstract,0.004290172
19,12,2.12,1,220,117138,black,5,642,0,5,after,0.003132404
19,0,2.38,1,0,30410,yonder,4,645,0,5,able,0
19,103,2.73,1,111,10437,offer,6,646,0,5,advice,0.001386001
19,0,2.31,1,0,5780,ribbed,7,647,0,5,absence,0
19,,,1,,,group,4,650,0,5,aizo,0
19,0,1.77,1,0,197116,acronym,5,651,0,5,about,0
19,131,2.45,1,289,3304,whole,6,655,0,5,affair,0.000535834
19,0,3.32,1,0,7290,wicket,6,657,0,5,active,0
19,35,3.08,1,750,15891,our,7,660,0,5,account,0.000336821
19,,,1,,,please,5,661,0,5,alned,0
19,0,3.97,1,0,966,comely,6,664,0,5,aboard,0
19,26,2.46,1,3,27467,wrongful,3,667,0,5,act,0.07804878
19,,,1,,,bed,8,671,0,5,aughntch,0
19,,,1,,,socks,4,674,0,5,almn,0
19,10,3.33,1,2,25748,airspace,5,675,0,5,above,0.117647059
19,10,2.12,1,1,117138,seeker,5,678,0,5,after,0.126582278
19,,,1,,,course,7,678,0,5,aughthe,0
19,,,1,,,forward,6,679,0,5,arthed,0
19,14,3.14,1,25,4254,eaten,5,681,0,5,alive,0.016528926
19,0,2,1,0,56231,hoary,5,681,0,5,again,0
19,,,1,,,seven,6,683,0,5,amooph,0
19,,,1,,,coding,4,686,0,5,ance,0
19,,,1,,,saved,6,688,0,5,ashrim,0
19,13,3.97,1,26,966,climb,6,694,0,5,aboard,0.004906334
19,10,1.52,1,1,2682878,acne,3,711,0,5,and,0.0746
19,33,2.72,1,148,3941,working,6,718,0,5,abroad,0.0007179
19,0,2.73,1,0,10437,ley,6,721,0,5,advice,0
19,28,2.38,1,19,30410,scarcely,4,723,0,5,able,0.007159905
19,43,2.59,1,138,1600,red,5,725,0,5,alert,0.001453488
19,12,4.4,1,15,5078,mature,5,725,0,5,adult,0.006774362
19,15,3.07,1,4,25203,stumble,6,726,0,5,across,0.066037736
19,21,1.57,1,29,1159,lake,6,730,0,5,accord,0.010085729
19,,,1,,,hugs,4,733,0,5,aths,0
19,11,2.45,1,16,3304,recruit,6,737,0,5,affair,0.041797283
19,,,1,,,raw,5,745,0,5,aiced,0
19,,,1,,,clearly,6,747,0,5,awcked,0
19,,,1,,,force,6,751,0,5,aished,0
19,,,1,,,march,6,771,0,5,ancsed,0
19,,,1,,,recent,5,774,0,5,aived,0
19,,,1,,,excel,5,786,0,5,aifed,0
19,,,1,,,art,5,792,0,5,ainde,0
19,,,1,,,lead,5,794,0,5,aized,0
19,,,1,,,easy,3,805,0,5,ags,0
19,,,1,,,letter,5,811,0,5,ardge,0
19,,,1,,,laminate,5,818,0,5,alemn,0
19,,,1,,,advance,6,820,0,5,ashluk,0
19,,,1,,,involved,5,821,0,5,arned,0
19,,,1,,,picture,6,828,0,5,anuque,0
19,,,1,,,table,6,830,0,5,amonte,0
19,,,1,,,comes,4,837,0,5,alve,0
19,,,1,,,steam,5,841,0,5,amibe,0
19,,,1,,,phone,6,857,0,5,athrex,0
19,,,1,,,final,5,858,0,5,ainns,0
19,,,1,,,city,5,862,0,5,awtch,0
19,,,1,,,time,6,862,0,5,aphlar,0
20,21,3.32,1,201,7290,under,6,419,1,6,active,0.004194452
20,,,1,,,steam,5,421,1,6,amibe,0
20,13,2.71,1,597,3597,who,5,423,1,6,abuse,0.000174
20,20,3.33,1,199,25748,face,5,428,1,6,above,0.000343073
20,0,2.38,1,0,30410,yonder,4,434,1,6,able,0
20,,,1,,,girl,5,434,1,6,anzed,0
20,,,1,,,hugs,4,438,1,6,aths,0
20,0,3.33,1,0,25748,dissemble,5,441,1,6,above,0
20,11,1.57,1,110,1159,trade,6,445,1,6,accord,0.000700666
20,10,3.33,1,2,25748,airspace,5,452,1,6,above,0.117647059
20,,,1,,,connection,5,452,1,6,aunde,0
20,,,1,,,city,5,454,1,6,awtch,0
20,40,3.32,1,12,7290,chronic,6,455,1,6,active,0.006462985
20,,,1,,,course,7,457,1,6,aughthe,0
20,,,1,,,account,3,464,1,6,ank,0
20,,,1,,,force,6,466,1,6,aished,0
20,,,1,,,month,4,472,1,6,abbs,0.000588755
20,0,3,1,0,8238,quad,3,476,1,6,add,0
20,,,1,,,final,5,477,1,6,ainns,0
20,,,1,,,razor,6,477,1,6,akrath,0
20,,,1,,,market,5,478,1,6,awhus,0
20,10,2.72,1,11,3941,shipped,6,486,1,6,abroad,0.022099448
20,0,2.31,1,0,5780,ribbed,7,487,1,6,absence,0
20,24,2.27,1,3,262447,amidst,3,491,1,6,all,0.296370968
20,153,2.31,1,1375,5780,their,7,502,1,6,absence,0.0000422
20,24,2.46,1,342,27467,every,3,505,1,6,act,0.000772355
20,10,3.07,1,144,25203,support,6,506,1,6,across,0.00187699
20,,,1,,,subject,4,509,1,6,arls,0
20,0,1.52,1,0,2682878,drubs,3,511,1,6,and,0
20,37,3,1,19,8238,pan,3,517,1,6,add,0.085470085
20,,,1,,,works,5,521,1,6,arnde,0
20,,,1,,,bed,8,524,1,6,aughntch,0
20,21,1.57,1,29,1159,lake,6,528,1,6,accord,0.010085729
20,,,1,,,poor,5,529,1,6,aphth,0
20,25,2.86,1,155,22099,common,6,530,1,6,action,0.000712368
20,35,3.08,1,750,15891,our,7,532,1,6,account,0.000336821
20,10,4.4,1,252,5078,large,5,535,1,6,adult,0.000444168
20,,,1,,,time,6,535,1,6,aphlar,0
20,10,2.59,1,19,1600,flood,5,538,1,6,alert,0.022222222
20,19,2.71,1,6,10940,wheelchair,6,542,1,6,access,0.017160686
20,10,3.08,1,9,15891,graphic,7,543,1,6,account,0.018656716
20,0,2.73,1,0,10437,ley,6,544,1,6,advice,0
20,0,2,1,0,56231,hoary,5,552,1,6,again,0
20,,,1,,,march,6,556,1,6,ancsed,0
20,,,1,,,lion,5,557,1,6,alogg,0
20,,,1,,,saved,6,562,1,6,ashrim,0
20,68,1.8,1,1,56208,grudge,7,568,1,6,against,0.352331606
20,103,2.73,1,111,10437,offer,6,569,1,6,advice,0.001386001
20,0,3.48,1,0,1637,helix,6,572,1,6,allies,0
20,,,1,,,speech,4,574,1,6,atru,0
20,0,2.86,1,0,21857,jink,3,575,1,6,age,0
20,22,1.8,1,240,56208,white,7,580,1,6,against,0.000814531
20,0,2.72,1,0,3941,talisman,6,587,1,6,abroad,0
20,,,1,,,seven,6,588,1,6,amooph,0
20,,,1,,,phone,6,591,1,6,athrex,0
20,17,2,1,7,56231,surfaced,5,596,1,6,again,0.038674033
20,28,2.38,1,19,30410,scarcely,4,601,1,6,able,0.007159905
20,11,4.11,1,122,19076,former,3,605,1,6,air,0.001237259
20,0,2.12,1,0,117138,trellis,5,611,1,6,after,0
20,0,3.14,1,0,4254,habitat,5,613,1,6,alive,0
20,13,1.45,1,21,2220,purely,8,616,1,6,abstract,0.004290172
20,0,3.08,1,0,15891,oaf,7,616,1,6,account,0
20,,,1,,,excel,5,618,1,6,aifed,0
20,,,1,,,letter,5,624,1,6,ardge,0
20,33,2.72,1,148,3941,working,6,629,1,6,abroad,0.0007179
20,,,1,,,advance,6,629,1,6,ashluk,0
20,0,3.97,1,0,966,comely,6,632,1,6,aboard,0
20,22,2.71,1,7,3597,racial,5,635,1,6,abuse,0.01875
