acc,accuracy,age,average_response_time,avg_rt,background,bidi,block,canvas_backend,clock_backend,color_backend,compensation,consent,coordinates,correct,correct_Instructions,correct_new_sketchpad,correct_new_sketchpad_1,correct_new_touch_response_4,correct_new_touch_response_4_1,correct_new_touch_response_4_2,correct_new_touch_response_4_3,correct_new_touch_response_4_4,correct_new_touch_response_4_5,count_Age,count_Consent,count_Instructions,count_Prac_block,count_Sex,count_block_1,count_block_2,count_block_3,count_block_4,count_block_5,count_experiment,count_feedback,count_incongruent_block,count_new_feedback_1,count_new_logger_5,count_new_logger_5_1,count_new_logger_5_2,count_new_logger_5_3,count_new_logger_5_4,count_new_logger_5_5,count_new_reset_feedback,count_new_sketchpad,count_new_sketchpad_1,count_new_sketchpad_11,count_new_sketchpad_11_1,count_new_sketchpad_11_1_1,count_new_sketchpad_11_1_2,count_new_sketchpad_11_1_3,count_new_sketchpad_11_1_4,count_new_sketchpad_11_1_5,count_new_sketchpad_11_2,count_new_sketchpad_11_3,count_new_sketchpad_11_4,count_new_sketchpad_11_5,count_new_sketchpad_11_6,count_new_touch_response_4,count_new_touch_response_4_1,count_new_touch_response_4_2,count_new_touch_response_4_3,count_new_touch_response_4_4,count_new_touch_response_4_5,count_notes,count_trial_sequence_1,count_trial_sequence_2,count_trial_sequence_3,count_trial_sequence_4,count_trial_sequence_5,count_trial_sequence_6,count_trial_sequence_7,cursor_x,cursor_y,datetime,description,device_dpi,device_is_tablet,device_resolution_height,device_resolution_width,device_screen_diag,disable_garbage_collection,dm_source_file,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,form_response,form_var,freq,fullscreen,height,key,distance,keyboard_backend,live_row,live_row_Prac_block,live_row_block_1,loc,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions,response_feedback,response_new_sketchpad,response_new_sketchpad_1,response_new_touch_response_4,response_new_touch_response_4_1,response_new_touch_response_4_2,response_new_touch_response_4_3,response_new_touch_response_4_4,response_new_touch_response_4_5,response_time,response_time_Instructions,response_time_feedback,response_time_new_sketchpad,response_time_new_sketchpad_1,response_time_new_touch_response_4,response_time_new_touch_response_4_1,response_time_new_touch_response_4_2,response_time_new_touch_response_4_3,response_time_new_touch_response_4_4,response_time_new_touch_response_4_5,round_decimals,sampler_backend,sex,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,synth_backend,time_Age,time_Consent,time_Instructions,time_Prac_block,time_Sex,time_block_1,time_block_2,time_block_3,time_block_4,time_block_5,time_experiment,time_feedback,time_incongruent_block,time_new_feedback_1,time_new_logger_5,time_new_logger_5_1,time_new_logger_5_2,time_new_logger_5_3,time_new_logger_5_4,time_new_logger_5_5,time_new_reset_feedback,time_new_sketchpad,time_new_sketchpad_1,time_new_sketchpad_11,time_new_sketchpad_11_1,time_new_sketchpad_11_1_1,time_new_sketchpad_11_1_2,time_new_sketchpad_11_1_3,time_new_sketchpad_11_1_4,time_new_sketchpad_11_1_5,time_new_sketchpad_11_2,time_new_sketchpad_11_3,time_new_sketchpad_11_4,time_new_sketchpad_11_5,time_new_sketchpad_11_6,time_new_touch_response_4,time_new_touch_response_4_1,time_new_touch_response_4_2,time_new_touch_response_4_3,time_new_touch_response_4_4,time_new_touch_response_4_5,time_notes,time_trial_sequence_1,time_trial_sequence_2,time_trial_sequence_3,time_trial_sequence_4,time_trial_sequence_5,time_trial_sequence_6,time_trial_sequence_7,title,total_correct,total_response_time,total_responses,tp,uniform_coordinates,width
98.7012987,98.7012987,22,441.7792208,441.7792208,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,5,0,0,0,15,15,36,36,36,36,5,36,36,36,36,5,15,36,36,36,36,5,0,36,NA,15,36,36,36,5,526,290,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,62,96,droid,5,15,,2,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,1,7,7,7,7,2,467,788,NA,664,2405,529,463,446,442,435,467,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,98669,NA,9153,18658,18099,18634,39131,57495,95583,76227,98669,38665,57046,95136,75788,98198,18100,38665,57046,95136,75788,98198,NA,38662,NA,18096,57044,95133,75785,98196,Runtime for Android template,152,68034,154,1,no,1280
98.71794872,98.71794872,22,441.9038462,441.9038462,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,7,0,0,0,15,15,36,36,36,36,7,36,36,36,36,7,15,36,36,36,36,7,0,36,NA,15,36,36,36,7,832,465,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,87,96,droid,7,15,,7,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,7,1,NA,1,1,1,7,7,7,7,7,454,788,NA,664,2405,529,463,446,442,435,454,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,99703,NA,9153,18658,18099,18634,39131,57495,95583,76227,99703,38665,57046,95136,75788,99246,18100,38665,57046,95136,75788,99246,NA,38662,NA,18096,57044,95133,75785,99243,Runtime for Android template,154,68937,156,0.33,no,1280
98.80239521,98.80239521,22,442.0239521,442.0239521,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,18,0,0,0,15,15,36,36,36,36,18,36,36,36,36,18,15,36,36,36,36,18,0,36,NA,15,36,36,36,18,784,541,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,37,96,droid,18,15,,7,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,7,1,NA,1,1,1,7,7,7,7,7,423,788,NA,664,2405,529,463,446,442,435,423,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,105295,NA,9153,18658,18099,18634,39131,57495,95583,76227,105294,38665,57046,95136,75788,104867,18100,38665,57046,95136,75788,104867,NA,38662,NA,18096,57044,95133,75785,104864,Runtime for Android template,165,73818,167,0.2,no,1280
98.82352941,98.82352941,22,442.2882353,442.2882353,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,21,0,0,0,15,15,36,36,36,36,21,36,36,36,36,21,15,36,36,36,36,21,0,36,NA,15,36,36,36,21,1067,521,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,78,96,droid,21,15,,8,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,8,1,NA,1,1,1,7,7,7,7,8,501,788,NA,664,2405,529,463,446,442,435,501,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,106838,NA,9153,18658,18099,18634,39131,57495,95583,76227,106838,38665,57046,95136,75788,106333,18100,38665,57046,95136,75788,106333,NA,38662,NA,18096,57044,95133,75785,106331,Runtime for Android template,168,75189,170,0.16,no,1280
98.86363636,98.86363636,22,442.7443182,442.7443182,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,27,0,0,0,15,15,36,36,36,36,27,36,36,36,36,27,15,36,36,36,36,27,0,36,NA,15,36,36,36,27,772,264,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,73,96,droid,27,15,,3,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,3,1,NA,1,1,1,7,7,7,7,3,463,788,NA,664,2405,529,463,446,442,435,463,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,109922,NA,9153,18658,18099,18634,39131,57495,95583,76227,109922,38665,57046,95136,75788,109454,18100,38665,57046,95136,75788,109454,NA,38662,NA,18096,57044,95133,75785,109452,Runtime for Android template,174,77923,176,0.16,no,1280
98.8700565,98.8700565,22,442.4915254,442.4915254,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,28,0,0,0,15,15,36,36,36,36,28,36,36,36,36,28,15,36,36,36,36,28,0,36,NA,15,36,36,36,28,1060,262,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,34,96,droid,28,15,,4,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,1,7,7,7,7,4,398,788,NA,664,2405,529,463,446,442,435,398,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,110378,NA,9153,18658,18099,18634,39131,57495,95583,76227,110378,38665,57046,95136,75788,109975,18100,38665,57046,95136,75788,109975,NA,38662,NA,18096,57044,95133,75785,109973,Runtime for Android template,175,78321,177,0.2,no,1280
98.88268156,98.88268156,22,442.4916201,442.4916201,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,30,0,0,0,15,15,36,36,36,36,30,36,36,36,36,30,15,36,36,36,36,30,0,36,NA,15,36,36,36,30,809,254,10/31/17 11:51:15,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-44.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,23,96,droid,30,15,,3,C:/Users/russe/Dropbox/subjects/subject-44.csv,droid,Jazzy James,3.1.7,0,3,1,NA,1,1,1,7,7,7,7,3,460,788,NA,664,2405,529,463,446,442,435,460,2,legacy,Female,1024,2,48000,-16,experiment,44,even,droid,6091,NA,8361,9820,NA,21066,39153,57514,76248,95607,3197,NA,NA,NA,18634,39131,57495,95583,76227,111378,NA,9153,18658,18099,18634,39131,57495,95583,76227,111378,38665,57046,95136,75788,110914,18100,38665,57046,95136,75788,110914,NA,38662,NA,18096,57044,95133,75785,110912,Runtime for Android template,177,79206,179,0.2,no,1280
96.75324675,96.75324675,24,455.9220779,455.9220779,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,5,0,0,0,15,15,36,36,36,36,5,36,36,36,36,5,15,36,36,36,36,5,0,36,NA,15,36,36,36,5,500,275,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,62,96,droid,5,15,,2,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,8,7,7,7,7,2,425,714,NA,618,697,431,486,468,400,398,425,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,105783,NA,14991,25270,24811,25245,45240,64871,102816,84160,105783,44751,64400,102410,83758,105353,24811,44751,64400,102411,83758,105354,NA,44750,NA,24809,64398,102408,83756,105351,Runtime for Android template,149,70212,154,1,no,1280
96.79487179,96.79487179,24,456.9871795,456.9871795,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,7,0,0,0,15,15,36,36,36,36,7,36,36,36,36,7,15,36,36,36,36,7,0,36,NA,15,36,36,36,7,757,518,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,87,96,droid,7,15,,7,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,7,1,NA,1,1,8,7,7,7,7,7,569,714,NA,618,697,431,486,468,400,398,569,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,106985,NA,14991,25270,24811,25245,45240,64871,102816,84160,106985,44751,64400,102410,83758,106412,24811,44751,64400,102411,83758,106412,NA,44750,NA,24809,64398,102408,83756,106409,Runtime for Android template,151,71290,156,0.33,no,1280
97.00598802,97.00598802,24,455.9520958,455.9520958,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,18,0,0,0,15,15,36,36,36,36,18,36,36,36,36,18,15,36,36,36,36,18,0,36,NA,15,36,36,36,18,811,520,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,37,96,droid,18,15,,7,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,7,1,NA,1,1,8,7,7,7,7,7,431,714,NA,618,697,431,486,468,400,398,431,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,112549,NA,14991,25270,24811,25245,45240,64871,102816,84160,112549,44751,64400,102410,83758,112114,24811,44751,64400,102411,83758,112114,NA,44750,NA,24809,64398,102408,83756,112112,Runtime for Android template,162,76144,167,0.2,no,1280
97.05882353,97.05882353,24,455.6764706,455.6764706,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,21,0,0,0,15,15,36,36,36,36,21,36,36,36,36,21,15,36,36,36,36,21,0,36,NA,15,36,36,36,21,1056,501,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,78,96,droid,21,15,,8,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,8,1,NA,1,1,8,7,7,7,7,8,479,714,NA,618,697,431,486,468,400,398,479,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,114074,NA,14991,25270,24811,25245,45240,64871,102816,84160,114074,44751,64400,102410,83758,113590,24811,44751,64400,102411,83758,113590,NA,44750,NA,24809,64398,102408,83756,113587,Runtime for Android template,165,77465,170,0.16,no,1280
97.15909091,97.15909091,24,454.9147727,454.9147727,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,27,0,0,0,15,15,36,36,36,36,27,36,36,36,36,27,15,36,36,36,36,27,0,36,NA,15,36,36,36,27,803,245,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,73,96,droid,27,15,,3,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,3,1,NA,1,1,8,7,7,7,7,3,464,714,NA,618,697,431,486,468,400,398,464,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,117070,NA,14991,25270,24811,25245,45240,64871,102816,84160,117069,44751,64400,102410,83758,116598,24811,44751,64400,102411,83758,116598,NA,44750,NA,24809,64398,102408,83756,116596,Runtime for Android template,171,80065,176,0.16,no,1280
97.17514124,97.17514124,24,454.4632768,454.4632768,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,28,0,0,0,15,15,36,36,36,36,28,36,36,36,36,28,15,36,36,36,36,28,0,36,NA,15,36,36,36,28,1123,253,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,34,96,droid,28,15,,4,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,4,1,NA,1,1,8,7,7,7,7,4,375,714,NA,618,697,431,486,468,400,398,375,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,117505,NA,14991,25270,24811,25245,45240,64871,102816,84160,117505,44751,64400,102410,83758,117125,24811,44751,64400,102411,83758,117125,NA,44750,NA,24809,64398,102408,83756,117123,Runtime for Android template,172,80440,177,0.2,no,1280
97.20670391,97.20670391,24,454.6424581,454.6424581,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,15,36,36,36,36,30,0,0,0,15,15,36,36,36,36,30,36,36,36,36,30,15,36,36,36,36,30,0,36,NA,15,36,36,36,30,781,239,11/01/2017 08:58,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-45.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Desktop,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,23,96,droid,30,15,,3,C:/Users/russe/Dropbox/subjects/subject-45.csv,droid,Jazzy James,3.1.7,0,3,1,NA,1,1,8,7,7,7,7,3,478,714,NA,618,697,431,486,468,400,398,478,2,legacy,Male,1024,2,48000,-16,experiment,45,odd,droid,8776,NA,14272,15612,NA,25969,45262,64893,84193,102837,3290,NA,NA,NA,25245,45241,64871,102816,84160,118578,NA,14991,25270,24811,25245,45240,64871,102816,84160,118578,44751,64400,102410,83758,118096,24811,44751,64400,102411,83758,118096,NA,44750,NA,24809,64398,102408,83756,118093,Runtime for Android template,174,81381,179,0.2,no,1280
97.4025974,97.4025974,25,431.9480519,431.9480519,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,5,0,0,0,15,15,36,36,36,36,5,36,36,36,36,5,15,36,36,36,36,5,0,36,NA,15,36,36,36,5,488,235,10/25/17 10:50:49,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-28.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,62,96,droid,5,15,36,2,C:/Users/russe/Desktop/subject-28.csv,droid,Jazzy James,3.1.7,0,2,1,NA,1,1,7,7,7,7,7,2,435,638,NA,511,510,413,367,435,360,395,435,2,legacy,Female,1024,2,48000,-16,experiment,28,even,droid,10251,NA,16701,17851,NA,25964,45372,63952,83376,102228,2051,NA,NA,NA,NA,45332,63909,102189,83341,105069,NA,17340,25453,25030,25444,45332,63909,102189,83341,105069,44963,63472,101827,82944,104632,25030,44964,63472,101827,82944,104632,NA,44962,NA,25028,63471,101826,82942,104631,Runtime for Android template,150,66520,154,1,no,1280
97.43589744,97.43589744,25,431.0064103,431.0064103,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,7,0,0,0,15,15,36,36,36,36,7,36,36,36,36,7,15,36,36,36,36,7,0,36,NA,15,36,36,36,7,786,511,10/25/17 10:50:49,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-28.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,87,96,droid,7,15,36,7,C:/Users/russe/Desktop/subject-28.csv,droid,Jazzy James,3.1.7,0,7,1,NA,1,1,7,7,7,7,7,7,326,638,NA,511,510,413,367,435,360,395,326,2,legacy,Female,1024,2,48000,-16,experiment,28,even,droid,10251,NA,16701,17851,NA,25964,45372,63952,83376,102228,2051,NA,NA,NA,NA,45332,63909,102189,83341,105933,NA,17340,25453,25030,25444,45332,63909,102189,83341,105933,44963,63472,101827,82944,105605,25030,44964,63472,101827,82944,105605,NA,44962,NA,25028,63471,101826,82942,105604,Runtime for Android template,152,67237,156,0.33,no,1280
97.00598802,97.00598802,25,430.5269461,430.5269461,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,18,0,0,0,15,15,36,36,36,36,18,36,36,36,36,18,15,36,36,36,36,18,0,36,NA,15,36,36,36,18,844,549,10/25/17 10:50:49,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-28.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,37,96,droid,18,15,36,7,C:/Users/russe/Desktop/subject-28.csv,droid,Jazzy James,3.1.7,0,7,1,NA,1,1,7,7,7,7,7,7,534,638,NA,511,510,413,367,435,360,395,534,2,legacy,Female,1024,2,48000,-16,experiment,28,even,droid,10251,NA,16701,17851,NA,25964,45372,63952,83376,102228,2051,NA,NA,NA,NA,45332,63909,102189,83341,111549,NA,17340,25453,25030,25444,45332,63909,102189,83341,111549,44963,63472,101827,82944,111012,25030,44964,63472,101827,82944,111013,NA,44962,NA,25028,63471,101826,82942,111011,Runtime for Android template,162,71898,167,0.2,no,1280
97.05882353,97.05882353,25,429.4882353,429.4882353,#ffffff,no,5,droid,legacy,legacy,0,I confirm that my participation has been explained and consent to taking part in the experiment,relative,1,undefined,undefined,undefined,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,36,36,36,36,21,0,0,0,15,15,36,36,36,36,21,36,36,36,36,21,15,36,36,36,36,21,0,36,NA,15,36,36,36,21,1003,536,10/25/17 10:50:49,A template containing a practice and an experimental phase,96,no,800,1280,15.72330189,yes,subject-28.csv,Exp9_8colours_v3.osexp,C:\Users\russe\Dropbox,no,mono,no,32,no,#000000,no,I confirm that my participation has been explained and consent to taking part in the experiment,NA,1,yes,800,78,96,droid,21,15,36,8,C:/Users/russe/Desktop/subject-28.csv,droid,Jazzy James,3.1.7,0,8,1,NA,1,1,7,7,7,7,7,8,455,638,NA,511,510,413,367,435,360,395,455,2,legacy,Female,1024,2,48000,-16,experiment,28,even,droid,10251,NA,16701,17851,NA,25964,45372,63952,83376,102228,2051,NA,NA,NA,NA,45332,63909,102189,83341,112973,NA,17340,25453,25030,25444,45332,63909,102189,83341,112973,44963,63472,101827,82944,112516,25030,44964,63472,101827,82944,112516,NA,44962,NA,25028,63471,101826,82942,112515,Runtime for Android template,165,73013,170,0.16,no,1280
